x,y
48,43
48,43
48,43
48,43
48,43
48,43
48,43
48,43
48,44
48,44
48,44
48,44
48,44
48,44
48,44
48,44
48,44
48,44
48,44
48,45
48,45
48,45
48,45
48,45
48,45
48,45
48,45
48,45
48,45
48,45
48,45
48,46
48,46
48,46
48,46
48,46
48,46
48,46
48,46
48,47
48,47
48,47
49,25
49,26
49,26
49,26
49,27
49,27
49,27
49,27
49,27
49,27
49,27
49,27
49,28
49,28
49,28
49,28
49,28
49,28
49,28
49,28
49,28
49,29
49,29
49,29
49,29
49,29
49,29
49,29
49,29
49,29
49,30
49,30
49,30
49,30
49,30
49,30
49,30
49,30
49,30
49,31
49,31
49,31
49,31
49,31
49,32
49,43
49,43
49,43
49,43
49,43
49,43
49,43
49,44
49,44
49,44
49,44
49,44
49,44
49,44
49,44
49,44
49,44
49,45
49,45
49,45
49,45
49,45
49,45
49,45
49,45
49,45
49,45
49,45
49,45
49,46
49,46
49,46
49,46
49,46
49,46
49,46
50,26
50,26
50,26
50,26
50,26
50,27
50,27
50,27
50,27
50,27
50,27
50,27
50,27
50,28
50,28
50,28
50,28
50,28
50,28
50,28
50,28
50,28
50,29
50,29
50,29
50,29
50,29
50,29
50,29
50,29
50,29
50,29
50,30
50,30
50,30
50,30
50,30
50,30
50,30
50,30
50,30
50,30
50,31
50,31
50,31
50,31
50,31
50,31
50,31
50,32
50,32
50,43
50,43
50,43
50,43
50,43
50,44
50,44
50,44
50,44
50,44
50,44
50,44
50,44
50,44
50,45
50,45
50,45
50,45
50,45
50,45
50,45
50,45
50,45
50,45
50,46
50,46
50,46
50,46
50,46
50,46
50,46
50,46
50,46
51,26
51,26
51,26
51,27
51,27
51,27
51,27
51,27
51,28
51,28
51,28
51,28
51,28
51,28
51,29
51,29
51,29
51,29
51,29
51,29
51,29
51,29
51,30
51,30
51,30
51,30
51,30
51,30
51,30
51,30
51,31
51,31
51,31
51,31
51,31
51,31
51,31
51,31
51,32
51,32
52,26
52,27
52,27
52,27
52,28
52,28
52,28
52,28
52,28
52,29
52,29
52,29
52,29
52,29
52,29
52,30
52,30
52,30
52,30
52,30
52,30
52,30
52,31
52,31
52,31
52,31
52,31
52,31
52,32
52,32
52,32
52,32
52,33
52,33
52,34
52,34
52,34
